ClientID,ClientName,URL,Status,Number of redirects,Redirect Chain,Final URL,Final URL Status,Final URL IP,Final URL NS,
91897,Fehling's Sheet Metal Ltd.,fehlingssheetmetal.com,301,3,http://fehlingssheetmetal.com/ | https://fehlingssheetmetal.com/ | http://www.fehlingssheetmetal.com/ | ,https://www.fehlingssheetmetal.com/,200,209.17.116.160,ns3a.dns-host.com.,
91908,Kerschner's Gas Service Inc,kerschnersgasservice.com,301,3,http://kerschnersgasservice.com/ | https://kerschnersgasservice.com/ | http://www.kerschnersgasservice.com/ | ,https://www.kerschnersgasservice.com/,200,209.17.116.160,ns3b.dns-host.com.,
91995,Pacific Plumbing And Heating,pacificplumbingandheatinghvac.com,301,3,http://pacificplumbingandheatinghvac.com/ | https://pacificplumbingandheatinghvac.com/ | http://www.pacificplumbingandheatinghvac.com/ | ,https://www.pacificplumbingandheatinghvac.com/,200,209.17.116.160,ns3a.dns-host.com.,
92110,Weathervane Heating And Cooling Inc.,weathervaneheatcool.com,301,3,http://weathervaneheatcool.com/ | https://weathervaneheatcool.com/ | http://www.weathervaneheatcool.com/ | ,https://www.weathervaneheatcool.com/,200,209.17.116.160,ns3b.dns-host.com.,
92304,Guenther,guenthershvac.com,301,3,http://guenthershvac.com/ | https://guenthershvac.com/ | http://www.guenthershvac.com/ | ,https://www.guenthershvac.com/,200,209.17.116.160,ns3a.dns-host.com.,
92318,Southmoore Heating and Cooling Inc.,southmooreheating.com,301,3,http://southmooreheating.com/ | https://southmooreheating.com/ | http://www.southmooreheating.com/ | ,https://www.southmooreheating.com/,200,209.17.116.160,ns3a.dns-host.com.,
92426,Comox Valley Refrigeration and AC Ltd,comoxvalleyrefrigeration.com,301,3,http://comoxvalleyrefrigeration.com/ | https://comoxvalleyrefrigeration.com/ | http://www.comoxvalleyrefrigeration.com/ | ,https://www.comoxvalleyrefrigeration.com/,200,209.17.116.160,ns3b.dns-host.com.,
92504,Mid-City Heating and Cooling Inc.,midcityheatingcooling.com,301,1,http://midcityheatingcooling.com/ | ,https://midcityheatingcooling.com/,200,209.17.116.160,ns3a.dns-host.com.,
92581,Custom Aire Heating and Cooling Inc.,customaire.biz,301,3,http://customaire.biz/ | https://customaire.biz/ | http://www.customaire.biz/ | ,https://www.customaire.biz/,200,209.17.116.160,ns3b.dns-host.com.,
92623,Putney Mechanical Company Inc. ,putneymechanical.net,301,3,http://putneymechanical.net/ | https://putneymechanical.net/ | http://www.putneymechanical.net/ | ,https://www.putneymechanical.net/,200,209.17.116.160,ns3a.dns-host.com.,
92726,Lakeshore Heating & Sheet Metal LLC,lakeheat.com,301,3,http://lakeheat.com/ | https://lakeheat.com/ | http://www.lakeheat.com/ | ,https://www.lakeheat.com/,200,209.17.116.160,ns3b.dns-host.com.,
92826,DK Heating & Sons Inc.,dkheatingandsons.com,301,3,http://dkheatingandsons.com/ | https://dkheatingandsons.com/ | http://www.dkheatingandsons.com/ | ,https://www.dkheatingandsons.com/,200,209.17.116.160,ns3b.dns-host.com.,
92827,Castle Plumbing & Heating Ltd.,castleplumbingheating.com,301,3,http://castleplumbingheating.com/ | https://castleplumbingheating.com/ | http://www.castleplumbingheating.com/ | ,https://www.castleplumbingheating.com/,200,209.17.116.160,ns3b.dns-host.com.,
93125,Jones Electric Contractor Inc.,joneselectric.info,301,3,http://joneselectric.info/ | https://joneselectric.info/ | http://www.joneselectric.info/ | ,https://www.joneselectric.info/,200,209.17.116.160,ns3a.dns-host.com.,
93279,Distinct Heating & Cooling,distincthvac.net,301,1,http://distincthvac.net/ | ,https://distincthvac.net/,200,209.17.116.160,ns3a.dns-host.com.,
93318,Funk Electrical Services Inc.,hvaccontractorboonsboro.com,301,3,http://hvaccontractorboonsboro.com/ | https://hvaccontractorboonsboro.com/ | http://www.hvaccontractorboonsboro.com/ | ,https://www.hvaccontractorboonsboro.com/,200,209.17.116.160,ns3a.dns-host.com.,
93331,Climate Solutions Inc.,gillettehvacservice.com,301,3,http://gillettehvacservice.com/ | https://gillettehvacservice.com/ | http://www.gillettehvacservice.com/ | ,https://www.gillettehvacservice.com/,200,209.17.116.160,ns3b.dns-host.com.,
93367,E. L. Fox & Sons Plumbing & Heating Ltd.,elfoxandsonsplumbingheating.info,301,3,http://elfoxandsonsplumbingheating.info/ | https://elfoxandsonsplumbingheating.info/ | http://www.elfoxandsonsplumbingheating.info/ | ,https://www.elfoxandsonsplumbingheating.info/,200,209.17.116.160,ns3b.dns-host.com.,
93448,Mack Morris Heating & Air Conditioning,ruckersvillehvacservice.com,301,3,http://ruckersvillehvacservice.com/ | https://ruckersvillehvacservice.com/ | http://www.ruckersvillehvacservice.com/ | ,https://www.ruckersvillehvacservice.com/,200,209.17.116.160,ns3b.dns-host.com.,
93523,Green's Air Conditioning & Comm. Ref.,greensair.com,301,1,http://greensair.com/ | ,https://greensair.com/,200,209.17.116.160,ns3a.dns-host.com.,
93888,All Season Heating And Cooling Specialists LLC.,allseasonspecialists.com,301,3,http://allseasonspecialists.com/ | https://allseasonspecialists.com/ | http://www.allseasonspecialists.com/ | ,https://www.allseasonspecialists.com/,200,209.17.116.160,ns3b.dns-host.com.,
93895,Price's Heating Air Conditioning Plumb,duranthvaccontractor.com,301,3,http://duranthvaccontractor.com/ | https://duranthvaccontractor.com/ | http://www.duranthvaccontractor.com/ | ,https://www.duranthvaccontractor.com/,200,209.17.116.160,ns3a.dns-host.com.,
93908,Gurley And Son Heating And AC Inc,gurleyandsonhvac.com,301,3,http://gurleyandsonhvac.com/ | https://gurleyandsonhvac.com/ | http://www.gurleyandsonhvac.com/ | ,https://www.gurleyandsonhvac.com/,200,209.17.116.160,ns3a.dns-host.com.,
93954,Chamberlin Heating & Air Conditioning,chamberlinhvac.com,301,3,http://chamberlinhvac.com/ | https://chamberlinhvac.com/ | http://www.chamberlinhvac.com/ | ,https://www.chamberlinhvac.com/,200,209.17.116.160,ns3a.dns-host.com.,
94003,MVP Electric Heating & Cooling,mvpelectricheatingandcooling.net,301,1,http://mvpelectricheatingandcooling.net/ | ,https://mvpelectricheatingandcooling.net/,200,209.17.116.160,ns3a.dns-host.com.,
94006,Peatson's Heating & Air Conditioning Ltd,peatsonsheatair.com,301,3,http://peatsonsheatair.com/ | https://peatsonsheatair.com/ | http://www.peatsonsheatair.com/ | ,https://www.peatsonsheatair.com/,200,209.17.116.160,ns3b.dns-host.com.,
94063,Covenant Heating and Air LLC.,covenantheatingandair.com,301,3,http://covenantheatingandair.com/ | https://covenantheatingandair.com/ | http://www.covenantheatingandair.com/ | ,https://www.covenantheatingandair.com/,200,209.17.116.160,ns3a.dns-host.com.,
94157,Olson Heating and Air,hvacserviceinsistersor.com,301,3,http://hvacserviceinsistersor.com/ | https://hvacserviceinsistersor.com/ | http://www.hvacserviceinsistersor.com/ | ,https://www.hvacserviceinsistersor.com/,200,209.17.116.160,ns3b.dns-host.com.,
94387,Violette Mechanical,violettemechanical.com,301,3,http://violettemechanical.com/ | https://violettemechanical.com/ | http://www.violettemechanical.com/ | ,https://www.violettemechanical.com/,200,209.17.116.160,ns3b.dns-host.com.,
94524,Anderson Heating & Cooling,andersonheatcool.net,301,3,http://andersonheatcool.net/ | https://andersonheatcool.net/ | http://www.andersonheatcool.net/ | ,https://www.andersonheatcool.net/,200,209.17.116.160,ns3b.dns-host.com.,
94685,Art Newsome Inc.,anicomfort.com,301,1,http://anicomfort.com/ | ,https://anicomfort.com/,200,209.17.116.160,ns3b.dns-host.com.,
94696,Mertens Service Inc.,mertensservice.com,301,3,http://mertensservice.com/ | https://mertensservice.com/ | http://www.mertensservice.com/ | ,https://www.mertensservice.com/,200,209.17.116.160,ns3a.dns-host.com.,
94701,Climate Control,climatecontrolcoleman.info,301,3,http://climatecontrolcoleman.info/ | https://climatecontrolcoleman.info/ | http://www.climatecontrolcoleman.info/ | ,https://www.climatecontrolcoleman.info/,200,209.17.116.160,ns3b.dns-host.com.,
94736,Jakel Plumbing Heating And Electrical Inc.,jakelheat.com,301,3,http://jakelheat.com/ | https://jakelheat.com/ | http://www.jakelheat.com/ | ,https://www.jakelheat.com/,200,209.17.116.160,ns3a.dns-host.com.,
94841,Meyer Climate Control,meyerclimatecontrol.info,301,3,http://meyerclimatecontrol.info/ | https://meyerclimatecontrol.info/ | http://www.meyerclimatecontrol.info/ | ,https://www.meyerclimatecontrol.info/,200,209.17.116.160,ns3b.dns-host.com.,
94900,Hearthside Heating Inc.,hearthsidehvac.info,301,3,http://hearthsidehvac.info/ | https://hearthsidehvac.info/ | http://www.hearthsidehvac.info/ | ,https://www.hearthsidehvac.info/,200,209.17.116.160,ns3a.dns-host.com.,
94956,Scoggins And Co. Inc.,scogginsco.com,301,1,http://scogginsco.com/ | ,https://scogginsco.com/,200,209.17.116.160,ns3b.dns-host.com.,
95003,Steve Green Heating And A/C Inc.,stevegreenhvac.com,301,3,http://stevegreenhvac.com/ | https://stevegreenhvac.com/ | http://www.stevegreenhvac.com/ | ,https://www.stevegreenhvac.com/,200,209.17.116.160,ns3b.dns-host.com.,
95015,Bramm's Inc,bramms.info,301,1,http://bramms.info/ | ,https://bramms.info/,200,209.17.116.160,ns3b.dns-host.com.,
95032,Hulsman Refrigeration Inc,jasperhvacservice.com,301,3,http://jasperhvacservice.com/ | https://jasperhvacservice.com/ | http://www.jasperhvacservice.com/ | ,https://www.jasperhvacservice.com/,200,209.17.116.160,ns3b.dns-host.com.,
95037,Mechanical Energy Systems Inc.,cantonhvacservice.com,301,3,http://cantonhvacservice.com/ | https://cantonhvacservice.com/ | http://www.cantonhvacservice.com/ | ,https://www.cantonhvacservice.com/,200,209.17.116.160,ns3a.dns-host.com.,
95069,Ace Air Etc Inc.,aceair.us,301,3,http://aceair.us/ | https://aceair.us/ | http://www.aceair.us/ | ,https://www.aceair.us/,200,209.17.116.160,ns3a.dns-host.com.,
95087,Topline Sheetmetal & Fabrication Ltd.,toplinesheetmetal.info,301,1,http://toplinesheetmetal.info/ | ,https://toplinesheetmetal.info/,200,209.17.116.160,ns3a.dns-host.com.,
95090,Proair Heating & Cooling,saproair.ca,301,1,http://saproair.ca/ | ,http://www.saproair.ca/,200,205.178.153.6,ns05.domaincontrol.com.,
95093,Thermo Tec Mechanical Ltd.,thermo-tec.biz,301,1,http://thermo-tec.biz/ | ,https://thermo-tec.biz/,200,209.17.116.160,ns3a.dns-host.com.,
95131,Wismer's Heating & Cooling and G.O. Mechanical,wismers-gomechanical.ca,301,3,http://wismers-gomechanical.ca/ | https://wismers-gomechanical.ca/ | http://www.wismers-gomechanical.ca/ | ,https://www.wismers-gomechanical.ca/,200,209.17.116.160,ns3a.dns-host.com.,
95137,Horizon Climate Controls Ltd.,horizonclimatecontrols.com,301,1,http://horizonclimatecontrols.com/ | ,https://horizonclimatecontrols.com/,200,209.17.116.160,ns3a.dns-host.com.,
95149,MCM Services Inc,mcmservices.net,301,3,http://mcmservices.net/ | https://mcmservices.net/ | http://www.mcmservices.net/ | ,https://www.mcmservices.net/,200,209.17.116.160,ns3b.dns-host.com.,
95160,Landmark Air Systems Inc. ,landmarkairsystems.com,301,3,http://landmarkairsystems.com/ | https://landmarkairsystems.com/ | http://www.landmarkairsystems.com/ | ,https://www.landmarkairsystems.com/,200,209.17.116.160,ns3a.dns-host.com.,
95231,A-1 Heating & Air Conditioning,a1kelowna.com,301,3,http://a1kelowna.com/ | https://a1kelowna.com/ | http://www.a1kelowna.com/ | ,https://www.a1kelowna.com/,200,209.17.116.160,ns3a.dns-host.com.,
95255,Meyer Heating,meyerheatingcoleman.com,301,3,http://meyerheatingcoleman.com/ | https://meyerheatingcoleman.com/ | http://www.meyerheatingcoleman.com/ | ,https://www.meyerheatingcoleman.com/,200,209.17.116.160,ns3b.dns-host.com.,
95262,Paulson Sheet Metal Inc.,paulsonair.net,301,3,http://paulsonair.net/ | https://paulsonair.net/ | http://www.paulsonair.net/ | ,https://www.paulsonair.net/,200,209.17.116.160,ns3b.dns-host.com.,
95268,Perry Electric A/C and Heating,perryelectric.info,301,3,http://perryelectric.info/ | https://perryelectric.info/ | http://www.perryelectric.info/ | ,https://www.perryelectric.info/,200,209.17.116.160,ns3b.dns-host.com.,
95284,Capital Heating and Cooling 2,capitalhc.info,301,1,http://capitalhc.info/ | ,https://capitalhc.info/,200,209.17.116.160,ns3b.dns-host.com.,
95314,Natural Bridge Heating & A/C,naturalbridgehvac.com,301,3,http://naturalbridgehvac.com/ | https://naturalbridgehvac.com/ | http://www.naturalbridgehvac.com/ | ,https://www.naturalbridgehvac.com/,200,209.17.116.160,ns3a.dns-host.com.,
95318,Citadel Mechanical Ltd,citadelmechanical.com,301,3,http://citadelmechanical.com/ | https://citadelmechanical.com/ | http://www.citadelmechanical.com/ | ,https://www.citadelmechanical.com/,200,209.17.116.160,ns3b.dns-host.com.,
95426,BC Coastal Energy,hvacservicecoquitlam.com,301,1,http://hvacservicecoquitlam.com/ | ,https://hvacservicecoquitlam.com/,200,209.17.116.160,ns3b.dns-host.com.,
95429,Ferguson's Electric & A/C,fergusonelectricac.com,301,3,http://fergusonelectricac.com/ | https://fergusonelectricac.com/ | http://www.fergusonelectricac.com/ | ,https://www.fergusonelectricac.com/,200,209.17.116.160,ns3b.dns-host.com.,
95435,Loescher Heating and A/C,freeporthvaccontractor.com,301,3,http://freeporthvaccontractor.com/ | https://freeporthvaccontractor.com/ | http://www.freeporthvaccontractor.com/ | ,https://www.freeporthvaccontractor.com/,200,209.17.116.160,ns3b.dns-host.com.,
95466,Calhoun Enterprises Inc,bethelparkhvacservice.com,301,1,http://bethelparkhvacservice.com/ | ,https://bethelparkhvacservice.com/,200,209.17.116.160,ns3b.dns-host.com.,
95530,Anduro Industries Ltd.,anduroindustries.info,301,3,http://anduroindustries.info/ | https://anduroindustries.info/ | http://www.anduroindustries.info/ | ,https://www.anduroindustries.info/,200,209.17.116.160,ns3a.dns-host.com.,
95572,American Comfort Solutions,fuquay-varinahvacservice.com,301,1,http://fuquay-varinahvacservice.com/ | ,https://fuquay-varinahvacservice.com/,200,209.17.116.160,ns3b.dns-host.com.,
95616,Middletown Valley Heating And Cooling Inc.,middletownvalleyheatcool.com,301,3,http://middletownvalleyheatcool.com/ | https://middletownvalleyheatcool.com/ | http://www.middletownvalleyheatcool.com/ | ,https://www.middletownvalleyheatcool.com/,200,209.17.116.160,ns3a.dns-host.com.,
95639,Witwer Air Service Co,hvacservicebrooklynoh.com,301,3,http://hvacservicebrooklynoh.com/ | https://hvacservicebrooklynoh.com/ | http://www.hvacservicebrooklynoh.com/ | ,https://www.hvacservicebrooklynoh.com/,200,209.17.116.160,ns3a.dns-host.com.,
95670,AST HEATING & AIR,asthvac.com,301,3,http://asthvac.com/ | https://asthvac.com/ | http://www.asthvac.com/ | ,https://www.asthvac.com/,200,209.17.116.160,ns3a.dns-host.com.,
95841,Mamayek Heating & Cooling Inc.,mamayekheatcool.com,301,3,http://mamayekheatcool.com/ | https://mamayekheatcool.com/ | http://www.mamayekheatcool.com/ | ,https://www.mamayekheatcool.com/,200,209.17.116.160,ns3a.dns-host.com.,
95885,Farha Refrigeration Heating & Cooling,wichitahvacservice.com,301,3,http://wichitahvacservice.com/ | https://wichitahvacservice.com/ | http://www.wichitahvacservice.com/ | ,https://www.wichitahvacservice.com/,200,209.17.116.160,ns3b.dns-host.com.,
95918,Charlie's Air Conditioning & Heating,charliesairandheat.com,301,3,http://charliesairandheat.com/ | https://charliesairandheat.com/ | http://www.charliesairandheat.com/ | ,https://www.charliesairandheat.com/,200,209.17.116.160,ns3a.dns-host.com.,
96208,World of Comfort Ltd.,worldofcomfort.net,301,3,http://worldofcomfort.net/ | https://worldofcomfort.net/ | http://www.worldofcomfort.net/ | ,https://www.worldofcomfort.net/,200,209.17.116.160,ns3a.dns-host.com.,
96237,Hannabery HVAC,hannaberyhvac.net,301,3,http://hannaberyhvac.net/ | https://hannaberyhvac.net/ | http://www.hannaberyhvac.net/ | ,https://www.hannaberyhvac.net/,200,209.17.116.160,ns3a.dns-host.com.,
96272,Brandt's Heating and Cooling INC.,brandtsheatcool.com,301,1,http://brandtsheatcool.com/ | ,https://brandtsheatcool.com/,200,209.17.116.160,ns3a.dns-host.com.,
96275,Duncklee Inc. Cooling & Heating,dunckleeinc.us,301,3,http://dunckleeinc.us/ | https://dunckleeinc.us/ | http://www.dunckleeinc.us/ | ,https://www.dunckleeinc.us/,200,209.17.116.160,ns3b.dns-host.com.,
96379,Athabasca Heating and Air Conditioning,athaheating.com,200,,,http://athaheating.com/,200,205.178.153.7,ns35.domaincontrol.com.,
96455,Shift Air Mechanical Ltd,shiftair.net,301,3,http://shiftair.net/ | https://shiftair.net/ | http://www.shiftair.net/ | ,https://www.shiftair.net/,200,209.17.116.160,ns3a.dns-host.com.,
96479,Lance Wagner Plumbing and Heating LTD,lancewagnerplumbing.com,301,1,http://lancewagnerplumbing.com/ | ,https://lancewagnerplumbing.com/,200,209.17.116.160,ns3b.dns-host.com.,
96585,Long's Air Conditioning And Heating,tomsriverhvacservice.com,301,3,http://tomsriverhvacservice.com/ | https://tomsriverhvacservice.com/ | http://www.tomsriverhvacservice.com/ | ,https://www.tomsriverhvacservice.com/,200,209.17.116.160,ns3b.dns-host.com.,
96710,HOUSTON PLUMBING & HEATING INC.,hvacservicenewark.com,301,3,http://hvacservicenewark.com/ | https://hvacservicenewark.com/ | http://www.hvacservicenewark.com/ | ,https://www.hvacservicenewark.com/,200,209.17.116.160,ns3b.dns-host.com.,
96777,Nu-Way Heating And Air Conditioning Co,nu-wayac.com,301,3,http://nu-wayac.com/ | https://nu-wayac.com/ | http://www.nu-wayac.com/ | ,https://www.nu-wayac.com/,200,209.17.116.160,ns3a.dns-host.com.,
96778,SP Heating and Cooling,sanbornpropaneservices.com,301,3,http://sanbornpropaneservices.com/ | https://sanbornpropaneservices.com/ | http://www.sanbornpropaneservices.com/ | ,https://www.sanbornpropaneservices.com/,200,209.17.116.160,ns3b.dns-host.com.,
96817,Action Heating Cooling & Plumbing,hvacservicemilwaukee.net,301,3,http://hvacservicemilwaukee.net/ | https://hvacservicemilwaukee.net/ | http://www.hvacservicemilwaukee.net/ | ,https://www.hvacservicemilwaukee.net/,200,209.17.116.160,ns3a.dns-host.com.,
96823,G.P. Peterson & Son Heating Ltd,petersonheating.com,301,3,http://petersonheating.com/ | https://petersonheating.com/ | http://www.petersonheating.com/ | ,https://www.petersonheating.com/,200,209.17.116.160,ns3a.dns-host.com.,
96973,Del`s Appliance Heating & Cooling,hvacservicekansascity.net,301,3,http://hvacservicekansascity.net/ | https://hvacservicekansascity.net/ | http://www.hvacservicekansascity.net/ | ,https://www.hvacservicekansascity.net/,200,209.17.116.160,ns3b.dns-host.com.,
97220,Total Comfort Systems Inc.,totalcomforthvacrepair.com,301,1,http://totalcomforthvacrepair.com/ | ,https://totalcomforthvacrepair.com/,200,209.17.116.160,ns3b.dns-host.com.,
97405,Fallaw's Heating and Air inc.,fallawsheatair.com,301,3,http://fallawsheatair.com/ | https://fallawsheatair.com/ | http://www.fallawsheatair.com/ | ,https://www.fallawsheatair.com/,200,209.17.116.160,ns3b.dns-host.com.,
97406,Preece Heating And Cooling,preeceheatingandcooling.com,301,3,http://preeceheatingandcooling.com/ | https://preeceheatingandcooling.com/ | http://www.preeceheatingandcooling.com/ | ,https://www.preeceheatingandcooling.com/,200,209.17.116.160,ns3b.dns-host.com.,
97414,ALMAR  MECHANICAL,almarmechanicalwestkelowna.ca,301,3,http://almarmechanicalwestkelowna.ca/ | https://almarmechanicalwestkelowna.ca/ | http://www.almarmechanicalwestkelowna.ca/ | ,https://www.almarmechanicalwestkelowna.ca/,200,209.17.116.160,ns3b.dns-host.com.,
97559,Victor's Air Conditioning,victorsair.net,301,3,http://victorsair.net/ | https://victorsair.net/ | http://www.victorsair.net/ | ,https://www.victorsair.net/,200,209.17.116.160,ns3b.dns-host.com.,
97842,J & R Mechanical,j-rmechanicalcoleman.com,301,3,http://j-rmechanicalcoleman.com/ | https://j-rmechanicalcoleman.com/ | http://www.j-rmechanicalcoleman.com/ | ,https://www.j-rmechanicalcoleman.com/,200,209.17.116.160,ns3a.dns-host.com.,
97911,Blasenhauer Plumbing & Heating LLC,blasenhauerhvac.com,302,3,http://blasenhauerhvac.com/ | http://blasenhauerhvac.com/NekKZ/ | http://blasenhauerhvac.com/ | ,http://blasenhauer.com,200,107.180.41.254,ns71.domaincontrol.com.,
98220,Michael R. Boccacino Inc.,hvacservicerochester.com,301,3,http://hvacservicerochester.com/ | https://hvacservicerochester.com/ | http://www.hvacservicerochester.com/ | ,https://www.hvacservicerochester.com/,200,209.17.116.160,ns3b.dns-host.com.,
98295,Heller Heat And Air Inc.,hellerheatac.com,301,3,http://hellerheatac.com/ | https://hellerheatac.com/ | http://www.hellerheatac.com/ | ,https://www.hellerheatac.com/,200,209.17.116.160,ns3a.dns-host.com.,
98463,Falls Heating & Cooling Inc.,fallsheatinginc.com,301,1,http://fallsheatinginc.com/ | ,https://fallsheatinginc.com/,200,209.17.116.160,ns3b.dns-host.com.,
98512,Appalachian Heating & Air Conditioning Inc.,appalachianheatair.com,301,3,http://appalachianheatair.com/ | https://appalachianheatair.com/ | http://www.appalachianheatair.com/ | ,https://www.appalachianheatair.com/,200,209.17.116.160,ns3a.dns-host.com.,
98517,Montgomery Heating & Air Conditioning,junctioncityhvacservice.com,301,3,http://junctioncityhvacservice.com/ | https://junctioncityhvacservice.com/ | http://www.junctioncityhvacservice.com/ | ,https://www.junctioncityhvacservice.com/,200,209.17.116.160,ns3a.dns-host.com.,
98671,Cascades Comfort Services LLC,purcellvillehvaccontractor.com,301,3,http://purcellvillehvaccontractor.com/ | https://purcellvillehvaccontractor.com/ | http://www.purcellvillehvaccontractor.com/ | ,https://www.purcellvillehvaccontractor.com/,200,209.17.116.160,ns3a.dns-host.com.,
99136,Bainbridge Heating And Air,bainbridgeheatingandair.com,301,3,http://bainbridgeheatingandair.com/ | https://bainbridgeheatingandair.com/ | http://www.bainbridgeheatingandair.com/ | ,https://www.bainbridgeheatingandair.com/,200,209.17.116.160,ns3a.dns-host.com.,
99179,Temperature Control Mechanical Svcs Inc.,ashlandhvacservice.com,301,3,http://ashlandhvacservice.com/ | https://ashlandhvacservice.com/ | http://www.ashlandhvacservice.com/ | ,https://www.ashlandhvacservice.com/,200,209.17.116.160,ns3b.dns-host.com.,
