status,url,title,description,h1-1,referer
200,https://www.merrymaids.com/franchise-opportunities,Residential Cleaning Franchise Opportunities ǀ Merry Maids,Own a business that's in-demand like residential cleaning.  Merry Maids will show you how to have a successful  franchise business.  Learn More!,"<h1 class=""nonLocationFinder-banner-h1"">Franchise Opportunities</h1>",https://www.merrymaids.com/locations/co/south-denver/
200,https://www.merrymaids.com/faqs,FAQS | Merry Maids,Have questions about maid services? Let Merry Maids help you find the correct answers for you.,"<h1 class=""white-banner-h1"">FAQs</h1>",https://www.merrymaids.com
200,https://www.merrymaids.com/contact-us,Contact Merry Maids,Need to contact Merry Maids with questions about home cleaning service? Please use this form.,"<h1 class=""white-banner-h1"">Contact Us</h1>",https://www.merrymaids.com
200,https://www.merrymaids.com/cleaning-services/,Residential Cleaning Services | Merry Maids,Merry Maids - Cleaning services you can trust. Let Merry Maids maid service clean your home today.,"<h1 class=""regular-banner-h1"">Cleaning Services</h1>",https://www.merrymaids.com
200,https://www.merrymaids.com/locations/co/south-denver/,"Cleaning Service in Denver, CO | Merry Maids","Call Merry Maids of Denver, CO at 720-515-5839 to experience a fresh and clean home. We offer fully customized maid services to everyone in the Denver, COarea. We Are Bonded, Insured & BBB Accredited, so you can trust our 35+ years to exceed your expectations for cleaning services.","<h1>Welcome to Merry Maids® - Maid Service In Denver, CO</h1>",https://www.merrymaids.com/locations/co/south-denver/
200,https://www.merrymaids.com/american-heart-association,American Heart Association | Merry Maids,Learn about Merry Maids relationship with the American Heart Association & Go Red for Women movement,"<h1 class=""page-header"">American Heart Association Relationship</h1>",https://www.merrymaids.com/privacy
200,https://www.merrymaids.com/locations/,Nationwide Locations | Merry Maids,,"<h1 class=""regular-banner-h1"">Locations</h1>",https://www.merrymaids.com
200,https://www.merrymaids.com/locations/co/south-denver/join-our-team.html,"Maid Service and House Cleaning in Denver, CO | Merry Maids","Call Merry Maids at 720-515-5839 for maid and house cleaning services in Denver, CO. Schedule a free cleaning estimate today!",,https://www.merrymaids.com/locations/co/south-denver/
200,https://www.merrymaids.com/contact-us/,Contact Merry Maids,Need to contact Merry Maids with questions about home cleaning service? Please use this form.,"<h1 class=""white-banner-h1"">Contact Us</h1>",https://www.merrymaids.com
200,https://www.merrymaids.com/press-room,Press Room | Merry Maids,"When you’re considering an investment like this, you want to know that your home will be cared for by your cleaning service just as well as you would care for it yourself.","<h1 class=""white-banner-h1"">Press Room</h1>",https://www.merrymaids.com
200,https://www.merrymaids.com/locations/co/,Colorado | Directory | Merry Maids,Visit one of our locations in Colorado to contact them or find more information.,"<h1 class=""underline"">Merry Maids Locations in Colorado</h1>",
200,https://www.merrymaids.com/blog/quick-tips,Home Organization Tips Cleaning Blog | Merry Maids,Quick Tips cleaning tips from Merry Maids.,"<h1 class=""regular-banner-h1"">Quick Tips</h1>",https://www.merrymaids.com/site-map
404,https://www.merrymaids.com/tel:9015978140,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/contact-us
200,https://www.merrymaids.com/cleaning-services/bedroom-cleaning/,Bedroom Cleaning Services | Merry Maids,"Let Merry Maids give your bedroom the cleaning it needs. We dust, vacuum, and get your bedroom tidy. Contact us today for a free estimate on our services!","<h1 class=""regular-banner-h1"">Bedroom Cleaning</h1>,<h1>Bedroom Cleaning Services</h1>",https://www.merrymaids.com/cleaning-services/
200,https://www.merrymaids.com/our-people/maid-cleaning/,Our Maids | Merry Maids,Our home cleaning service is guaranteed. Take the worry out of maid cleaning with Merry Maids.,"<h1 class=""regular-banner-h1"">Maid Service</h1>",https://www.merrymaids.com/cleaning-services/
200,https://www.merrymaids.com/the-balancing-act,Merry Maids Appears On The Balancing Act®; On Lifetime TV,Merry Maids Appears On The Balancing Act®; On Lifetime TV.,"<h1 class=""page-header"">The Balancing Act</h1>",https://www.merrymaids.com/american-heart-association
404,https://www.merrymaids.com/cleaning-services/tel:8662125846,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/cleaning-services/
404,https://www.merrymaids.com/cleaning-services/tel:18662125846,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/cleaning-services/
404,https://www.merrymaids.com/tel:8007988000,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/contact-us
404,https://www.merrymaids.com/contact-us/tel:9015978140,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/contact-us/
404,https://www.merrymaids.com/tel:9015978978,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/press-room
404,https://www.merrymaids.com/tel:8882969031,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/franchise-opportunities
200,https://www.merrymaids.com/partners,Merry Maids Strategic Partners | Merry Maids,"Merry Maids Strategic Partners help us clean your home, quick and easily.","<h1 class=""white-banner-h1"">Partners</h1>",https://www.merrymaids.com/press-room
200,https://www.merrymaids.com/news,Merry Maids News,"To review additional press releases, media resources and news articles, please visit the ServiceMaster Press Room.","<h1 class=""white-banner-h1"">Merry Maids News</h1>",https://www.merrymaids.com/press-room
200,https://www.merrymaids.com/blog/quick-tips/shower-power-tips,Shower Cleaning Tips | Merry Maids,"Learn the best shower cleaning tips from battling hard water stains, soap scum to hiring a professional cleaning service to get the job done.","<h1 class=""regular-banner-h1"">Kitchen &amp; Bathroom</h1>",https://www.merrymaids.com/blog/quick-tips
200,https://www.merrymaids.com/locations/co/larimer-county/,"Cleaning Service in Fort Collins, CO | Merry Maids","Call Merry Maids of Fort Collins, CO at 970-372-2450 to experience a fresh and clean home. We offer fully customized maid services to everyone in the Fort Collins, COarea. We Are Bonded, Insured & BBB Accredited, so you can trust our 35+ years to exceed your expectations for cleaning services.","<h1>A Custom Fort Collins, CO Cleaning Service You Can Depend On</h1>",https://www.merrymaids.com/locations/co/
200,https://www.merrymaids.com/blog/quick-tips/how-to-wash-your-sheets,"How to Wash Your Sheets, Pillowcases and Mattress Pad | Merry Maids","If you need expert advice on how to wash your sheets, pillowcases and mattress pad and more. Learn the basics of when and why to wash your bedding.","<h1 class=""regular-banner-h1"">Quick Tips</h1>,<h1 class=""page-header"">Beyond the Bed: How to Wash Your Sheets and More</h1>",https://www.merrymaids.com/blog/quick-tips
200,https://www.merrymaids.com/our-people/,Our People | Merry Maids,Merry Maids knows you expect a lot and we deliver more. Let our maid cleaning services gain your,"<h1 class=""regular-banner-h1"">Our People</h1>",https://www.merrymaids.com/our-people/maid-cleaning/
404,https://www.merrymaids.com/cleaning-services/bedroom-cleaning/tel:18662125846,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/cleaning-services/bedroom-cleaning/
404,https://www.merrymaids.com/our-people/maid-cleaning/tel:18662125846,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/our-people/maid-cleaning/
200,https://www.merrymaids.com/locations/co/colorado-springs/,"Cleaning Service in Colorado Springs, CO | Merry Maids","Call Merry Maids of Colorado Springs, CO at 719-285-7425 to experience a fresh and clean home. We offer fully customized maid services to everyone in the Colorado Springs, COarea. We Are Bonded, Insured & BBB Accredited, so you can trust our 35+ years to exceed your expectations for cleaning services.","<h1>Welcome to Merry Maids® - Maid Service In Colorado Springs, CO</h1>",https://www.merrymaids.com/locations/co/
200,https://www.merrymaids.com/go-red-education,American Heart Month Education | Merry Maids,Is your heart healthy? Read tips on prevention and treatment of high blood pressure and symptoms of a heart attack.,"<h1 class=""page-header"">American Heart Month Education</h1>",https://www.merrymaids.com/american-heart-association
404,https://www.merrymaids.com/our-people/maid-cleaning/tel:8662125846,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/our-people/maid-cleaning/
404,https://www.merrymaids.com/cleaning-services/bedroom-cleaning/tel:8662125846,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/cleaning-services/bedroom-cleaning/
200,https://www.merrymaids.com/blog/quick-tips/paying-for-professional-cleaning-services,Paying for Professional Cleaning Services | Merry Maids,"Keeping your house clean and tidy can be difficult, especially with a busy schedule. Find out why paying for professional cleaning services is worth it.","<h1 class=""regular-banner-h1"">Quick Tips</h1>",https://www.merrymaids.com/blog/quick-tips
200,https://www.merrymaids.com/blog/quick-tips/how-to-remove-scuff-marks-from-floor,How to Remove Scuff Marks From Floor | Merry Maids,"Removing scuff marks from wood, tile and laminate flooring can be done. Using easy-to-get items like tennis balls, erasers and microfiber cloths gets the job done.","<h1 class=""regular-banner-h1"">Quick Tips</h1>,<h1 class=""page-header"">How to Remove Scuff Marks from Your Floor</h1>",https://www.merrymaids.com/blog/quick-tips
200,https://www.merrymaids.com/blog/quick-tips/remove-wine-stains,How to Remove Wine Stains | Merry Maids,"Learn the basics in removing red wine stains. Learn how to remove wine stains from your sheets, carpet, clothes and more.","<h1 class=""regular-banner-h1"">Quick Tips</h1>,<h1 class=""page-header"">Glass Half Empty? Learn How to Remove Wine Stains</h1>",https://www.merrymaids.com/blog/quick-tips
200,https://www.merrymaids.com/blog/quick-tips/keeping-hardwood-floors-clean,How to Keep Hardwood Floors Clean and Dust-Free | Merry Maids,Ever wonder how to keep your hardwood floors shiny and dust-free throughout the week? Check out these cleaning tips to keep your floors looking their best.,"<h1 class=""regular-banner-h1"">Quick Tips</h1>,<h1 class=""page-header"">How to Keep Hardwood Floors Clean Throughout the Week</h1>",https://www.merrymaids.com/blog/quick-tips
200,https://www.merrymaids.com/blog/quick-tips/handwashing-delicates,How to Handwash Delicates  | Merry Maids,Handwashing and drying clothes by hand goes a long long way. Extend the shelf life of your delicate clothing by learning how to clean them in five easy steps.,"<h1 class=""regular-banner-h1"">Quick Tips</h1>",https://www.merrymaids.com/blog/quick-tips
200,https://www.merrymaids.com/blog/quick-tips/self-cleaning-oven,How to Use Your Self-Cleaning Oven | Merry Maids,"During the holiday season, you need your oven to work, which means it needs to be clean. Here is everything you need to know to use your self-cleaning oven option.","<h1 class=""regular-banner-h1"">Quick Tips</h1>,<h1 class=""page-header"">Need-To-Know Facts About Your Self-Cleaning Oven</h1>",https://www.merrymaids.com/blog/quick-tips
200,https://www.merrymaids.com/blog/quick-tips/say-no-to-toilet-stains,How to Clean Toilet Bowl Stains | Merry Maids,Toilet bowl stains are a disaster for proper housekeeping. Get expert advice on removing toilet bowl stains from Merry Maids professional cleaning services.,"<h1 class=""regular-banner-h1"">Kitchen &amp; Bathroom</h1>",https://www.merrymaids.com/blog/quick-tips
200,https://www.merrymaids.com/blog/quick-tips/washing-bed-sheets,How Often Should You Wash Your Sheets? | Merry Maids,"We all know we need to wash our bed sheets, but not all of us know how often. With the amount of sweat and germs left behind, this should be at least a weekly chore.","<h1 class=""regular-banner-h1"">Quick Tips</h1>",https://www.merrymaids.com/blog/quick-tips
200,https://www.merrymaids.com/locations/co/larimer-county/offers.html,"Offers & Promotions | Merry Maids in Fort Collins, CO","Scroll through our list of unique cleaning offers, coupons and promotions in Fort Collins, CO",<h1>Our Offers and Promotions</h1>,https://www.merrymaids.com/locations/co/larimer-county/
200,https://www.merrymaids.com/locations/co/larimer-county/faqs.html,"FAQs | Cleaning Service in Fort Collins, CO | Merry Maids","Merry Maids of Fort Collins, CO is ready to serve your home cleaning needs. If you have any questions for us, please feel free to browse our answers to Frequently Asked Questions or call us at 970-372-2450. Either one brings you one step closer to a clean house and relaxation.",<h1>FAQ - House Cleaning Services in Fort Collins</h1>,https://www.merrymaids.com/locations/co/larimer-county/
200,https://www.merrymaids.com/locations/co/larimer-county/join-our-team.html,"Maid Service and House Cleaning in Fort Collins, CO | Merry Maids","Call Merry Maids at 970-372-2450 for maid and house cleaning services in Fort Collins, CO. Schedule a free cleaning estimate today!",,https://www.merrymaids.com/locations/co/larimer-county/
200,https://www.merrymaids.com/blog/quick-tips/say-no-to-toilet-stains/,How to Clean Toilet Bowl Stains | Merry Maids,Toilet bowl stains are a disaster for proper housekeeping. Get expert advice on removing toilet bowl stains from Merry Maids professional cleaning services.,"<h1 class=""regular-banner-h1"">Kitchen &amp; Bathroom</h1>",https://www.merrymaids.com/blog/quick-tips
200,https://www.merrymaids.com/locations/co/colorado-springs/reviews.html,"Reviews | Cleaning Service in Colorado Springs, CO | Merry Maids","If you were happy with the home cleaning service you received from Merry Maids of Colorado Springs, CO please visit our reviews page and leave us a positive review on any one of these sites by clicking the link and logging into your account. For more info call 719-285-7425 today!",<h1>See What Our Customers Are Saying About Us</h1>,https://www.merrymaids.com/locations/co/colorado-springs/
200,https://www.merrymaids.com/locations/co/colorado-springs/join-our-team.html,"Maid Service and House Cleaning in Colorado Springs, CO | Merry Maids","Call Merry Maids at 719-285-7425 for maid and house cleaning services in Colorado Springs, CO. Schedule a free cleaning estimate today!",,https://www.merrymaids.com/locations/co/colorado-springs/
200,https://www.merrymaids.com/locations/co/larimer-county/reviews.html,"Reviews | Cleaning Service in Fort Collins, CO | Merry Maids","If you were happy with the home cleaning service you received from Merry Maids of Fort Collins, CO please visit our reviews page and leave us a positive review on any one of these sites by clicking the link and logging into your account. For more info call 970-372-2450 today!",<h1>See What Our Customers Are Saying About Us</h1>,https://www.merrymaids.com/locations/co/larimer-county/
200,https://www.merrymaids.com/blog/diy/how-to-clean-your-kitchen-countertops,How to Clean Kitchen Countertops | Merry Maids,Learn how to clean your kitchen countertops with Merry Maids professional cleaning service.,"<h1 class=""regular-banner-h1"">Kitchen &amp; Bathroom</h1>,<h1 class=""page-header"">How to Clean Your Kitchen Countertops</h1>",https://www.merrymaids.com/blog/quick-tips/paying-for-professional-cleaning-services
200,https://www.merrymaids.com/blog/diy/how-to-clean-soap-scum-in-tubs-and-showers,Cleaning Soap Scum in Tubs and Showers | Merry Maids,How to clean soap scum in Tubs and showers,"<h1 class=""regular-banner-h1"">Kitchen &amp; Bathroom</h1>,<h1 class=""page-header"">How To Clean Soap Scum in Tubs and Showers</h1>",https://www.merrymaids.com/blog/quick-tips/shower-power-tips
200,https://www.merrymaids.com/locations/co/colorado-springs/maid_service.html,"Maid Service in Colorado Springs, CO 80917 | Cleaning Service","Call Merry Maids  in Colorado Springs, CO at 719-285-7425 now for Maid Service services you can rely on!",<h1>Maid Service</h1>,https://www.merrymaids.com/locations/co/colorado-springs/
200,https://www.merrymaids.com/locations/co/colorado-springs/home_cleaning.html,"Home Cleaning Services in Colorado Springs, CO 80917 | Cleaning Service","Call Merry Maids  in Colorado Springs, CO at 719-285-7425 now for Home Cleaning services you can rely on!","<h1>House Cleaning in Colorado Springs, CO</h1>",https://www.merrymaids.com/locations/co/colorado-springs/
200,https://www.merrymaids.com/locations/co/colorado-springs/our-services.html,"Our Cleaning Services | Merry Maids in Colorado Springs, CO","Merry Maids Offers Housekeeping, Apartment Cleaning, Maid Service and More at Affordable Rates.",<h1>Cleaning Services in Colorado Springs</h1>,https://www.merrymaids.com/locations/co/colorado-springs/
200,https://www.merrymaids.com/blog/diy/how-to-clean-pergo-floors,Cleaning Pergo Laminate Flooring | Merry Maids,How to clean pergo laminate flooring,"<h1 class=""regular-banner-h1"">Floor Cleaning Tips</h1>,<h1 class=""page-header"">How To Clean Pergo Laminate Flooring</h1>",https://www.merrymaids.com/blog/quick-tips/how-to-remove-scuff-marks-from-floor
200,https://www.merrymaids.com/blog/diy/how-to-clean-microfiber-cloth,How to Clean Microfiber Cloths | Merry Maids,Handy dandy microfiber cloth becoming grimy and dirty? Learn three methods of how to wash your microfiber cloth properly to prevent lint and so that it lasts.,"<h1 class=""regular-banner-h1"">DIY</h1>,<h1 class=""page-header"">How to Clean Microfiber Cloths</h1>",https://www.merrymaids.com/blog/quick-tips/keeping-hardwood-floors-clean
200,https://www.merrymaids.com/blog/seasonal-cleaning/get-home-in-holiday-spirit,Decorating Your Home For Fall | Merry Maids,"Get in the holiday spirit with these easy fall decor ideas. Door wreaths, lining your front porch, and cornucopias all convey fall and Thanksgiving.","<h1 class=""regular-banner-h1"">Seasonal Cleaning</h1>,<h1 class=""page-header"">Get Your Home in the Holiday Spirit</h1>",https://www.merrymaids.com/blog/quick-tips/self-cleaning-oven
200,https://www.merrymaids.com/blog/diy/how-to-clean-ceramic-tile-floors,Cleaning Ceramic Tile Floors | Merry Maids,How to Clean Ceramic Tile Floors,"<h1 class=""regular-banner-h1"">Floor Cleaning Tips</h1>,<h1 class=""page-header"">How to Clean Ceramic Floors</h1>",https://www.merrymaids.com/blog/quick-tips/how-to-remove-scuff-marks-from-floor
404,https://www.merrymaids.com/blog/quick-tips/say-no-to-toilet-stains/tel:18662125846,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/blog/quick-tips/say-no-to-toilet-stains/
404,https://www.merrymaids.com/blog/quick-tips/say-no-to-toilet-stains/tel:8662125846,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/blog/quick-tips/say-no-to-toilet-stains/
200,https://www.merrymaids.com/blog/diy/how-to-clean-wood-floors,Cleaning Wood Floors | Merry Maids,How to clean wood floors,"<h1 class=""regular-banner-h1"">Floor Cleaning Tips</h1>,<h1 class=""page-header"">How To Clean Wood Floors</h1>",https://www.merrymaids.com/blog/quick-tips/how-to-remove-scuff-marks-from-floor
404,https://www.merrymaids.com/our-people/tel:8662125846,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/our-people/
200,https://www.merrymaids.com/blog/seasonal-cleaning/quick-cleaning-tips-for-holidays,How to Clean Your House for Thanksgiving | Merry Maids,"If you're hosting for Thanksgiving and wondering how to clean your house, Merry Maids has a checklist and tips to get you through for everyday leading up to the big day.","<h1 class=""regular-banner-h1"">Merry Maids Blog</h1>,<h1 class=""page-header"">A Holiday Clean-up Countdown to be Thankful For</h1>",https://www.merrymaids.com/blog/quick-tips/self-cleaning-oven
200,https://www.merrymaids.com/locations/co/colorado-springs/about_us.html,"About Merry Maids  | Cleaning Service in Colorado Springs, CO","Please call 719-285-7425 for more information about Merry Maids  or our Cleaning Service services located in Colorado Springs, CO.",<h1>You expect a lot. We deliver more.</h1>,https://www.merrymaids.com/locations/co/colorado-springs/
404,https://www.merrymaids.com/blog/diy/tel:8662125846,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/blog/diy/how-to-clean-your-kitchen-countertops
200,https://www.merrymaids.com/locations/co/larimer-county/home_cleaning.html,"Home Cleaning Services Fort Collins, CO | Home Cleaning Services Services Fort Collins, CO 80525 | Merry Maids ","Call Merry Maids  at 970-372-2450 now for Fort Collins, CO home cleaning services services you can rely on!","<h1>Home Cleaning Services in Fort Collins, CO</h1>",https://www.merrymaids.com/locations/co/larimer-county/
200,https://www.merrymaids.com/locations/co/larimer-county/our-services.html,"Our Cleaning Services | Merry Maids in Fort Collins, CO","Merry Maids Offers Housekeeping, Apartment Cleaning, Maid Service and More at Affordable Rates.",<h1>Cleaning Services in Fort Collins</h1>,https://www.merrymaids.com/locations/co/larimer-county/
200,https://www.merrymaids.com/blog/seasonal-cleaning/diy-fall-fragrances,Best DIY Fall Home Fragrances | Merry Maids,"Bring the fall scents of cinnamon, apple and pumpkin to your home with these five must-try DIY fall fragrances: scented pinecones, simmer pots, candles and sprays.","<h1 class=""regular-banner-h1"">Seasonal Cleaning Tips</h1>",https://www.merrymaids.com/blog/seasonal-cleaning/get-home-in-holiday-spirit
200,https://www.merrymaids.com/locations/co/larimer-county/about_us.html,"About Us | Merry Maids in  Fort Collins, CO","Learn More About Your Local House Cleaning Service. Call Merry Maids Today in Fort Collins, CO",<h1>Your Local Merry Maids</h1>,https://www.merrymaids.com/locations/co/larimer-county/
200,https://www.merrymaids.com/locations/co/larimer-county/maid_service.html,"Maid Service Fort Collins, CO | Maid Service Services Fort Collins, CO 80525 | Merry Maids ","Call Merry Maids  at 970-372-2450 now for Fort Collins, CO maid service services you can rely on!",<h1>Maid Service</h1>,https://www.merrymaids.com/locations/co/larimer-county/
200,https://www.merrymaids.com/blog/diy/how-to-clean-kitchen-cabinets,Cleaning Kitchen Cabinets | Merry Maids,How to clean kitchen cabinets,"<h1 class=""regular-banner-h1"">Kitchen &amp; Bathroom</h1>",https://www.merrymaids.com/blog/diy/how-to-clean-microfiber-cloth
404,https://www.merrymaids.com/blog/seasonal-cleaning/tel:8662125846,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/blog/seasonal-cleaning/get-home-in-holiday-spirit
404,https://www.merrymaids.com/blog/seasonal-cleaning/tel:18662125846,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/blog/seasonal-cleaning/get-home-in-holiday-spirit
200,https://www.merrymaids.com/blog/tidy-home/dust-for-holiday-gatherings,How to Dust Quickly for Holiday Gatherings | Merry Maids,"Getting rid of dust in your home isn't hard with these four tips. With a plan and a microfiber cloth, your home can be free of dust in no time!","<h1 class=""regular-banner-h1"">Tidy Home</h1>,<h1 class=""page-header"">How to Quickly Dust for Holiday Gatherings</h1>",https://www.merrymaids.com/blog/diy/how-to-clean-microfiber-cloth
200,https://www.merrymaids.com/blog/diy/how-to-clean-lampshades,How to Clean Lampshades | Merry Maids,"Dusty lampshades messing up your decor? Then follow these tips. Whether fabric, plastic, or paper, Merry Maids has easy tips to get those shades looking great!","<h1 class=""regular-banner-h1"">DIY</h1>,<h1 class=""page-header"">How to Clean Lampshades</h1>",https://www.merrymaids.com/blog/diy/how-to-clean-wood-floors
404,https://www.merrymaids.com/our-people/tel:18662125846,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/our-people/
404,https://www.merrymaids.com/blog/diy/tel:18662125846,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/blog/diy/how-to-clean-your-kitchen-countertops
200,https://www.merrymaids.com/blog/seasonal-cleaning/dust-cobwebs-at-home,How to Clean Cobwebs | Merry Maids,Dusting regularly is the best way to keep your house free of cobwebs and prevent spiders in your home. Learn what cleaning techniques keep cobwebs and spiders away.,"<h1 class=""regular-banner-h1"">Seasonal Cleaning</h1>,<h1 class=""page-header"">How to Dust Cobwebs at Home</h1>",https://www.merrymaids.com/blog/seasonal-cleaning/quick-cleaning-tips-for-holidays
404,https://www.merrymaids.com/blog/quick-tips/tel:8662125846,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/blog/quick-tips/shower-power-tips
200,https://www.merrymaids.com/blog/quick-tips/how-to-remove-water-stains-from-wood,Removing Water Stains from Wood | Merry Maids,Don't let water stains ruin your wood furniture. Here are three easy DIY methods to help return your wood furniture to its former glory.,"<h1 class=""regular-banner-h1"">Quick Tips</h1>,<h1 class=""page-header"">How to Remove Water Stains from Wood with 3 Surprising DIY Methods</h1>",https://www.merrymaids.com/blog/quick-tips
200,https://www.merrymaids.com/blog/quick-tips/how-to-reduce-dust-in-home,7 Ways to Reduce Dust in Your Home | Merry Maids,Large amounts of dust make a home look dirty and may aggravate allergies. Here is a simple routine that can keep the dust particles and mites under control.,"<h1 class=""regular-banner-h1"">Quick Tips</h1>,<h1 class=""page-header"">7 Simple Ways to Reduce Dust in Your Home</h1>",https://www.merrymaids.com/blog/quick-tips
200,https://www.merrymaids.com/blog/quick-tips/bedroom-cleaning-checklist,7 Cleaning Tips for Allergy Sufferers | Merry Maids,"Don't let common allergy triggers, like dust, moisture, and pet hair, make your home a miserable place. Follow these simple cleaning tips to help reduce allergens.","<h1 class=""regular-banner-h1"">Quick Tips</h1>,<h1 class=""page-header"">A Bedroom Cleaning Checklist to Help You Get the Job Done Quickly</h1>",https://www.merrymaids.com/blog/quick-tips
404,https://www.merrymaids.com/blog/quick-tips/tel:18662125846,Page Not Found,,<h1>Another page bites the dust.</h1>,https://www.merrymaids.com/blog/quick-tips/shower-power-tips
200,https://www.merrymaids.com/blog/quick-tips/quick-bathroom-cleaning-supplies-and-tips,Bathroom Cleaning Checklist and Tips | Merry Maids,"Learn tips for cleaning the bathroom with the best bathroom cleaning supplies. Clean the shower, tub, sink and more.","<h1 class=""regular-banner-h1"">Kitchen &amp; Bathroom</h1>",https://www.merrymaids.com/blog/quick-tips
